x1,x2,ambiguity_type
1.519639278557115,-9.784769539078155,vote tie
1.5603206412825656,-9.784769539078155,vote tie
1.6010020040080164,-9.784769539078155,vote tie
1.6416833667334672,-9.784769539078155,vote tie
1.6823647294589197,-9.784769539078155,vote tie
1.7230460921843704,-9.784769539078155,vote tie
1.7637274549098212,-9.784769539078155,vote tie
1.0721442885771548,-9.74188376753507,vote tie
1.1128256513026056,-9.74188376753507,vote tie
1.1535070140280563,-9.74188376753507,vote tie
1.194188376753507,-9.74188376753507,vote tie
1.2348697394789596,-9.74188376753507,vote tie
1.2755511022044104,-9.74188376753507,vote tie
1.3162324649298611,-9.74188376753507,vote tie
1.3569138276553119,-9.74188376753507,vote tie
1.3975951903807626,-9.74188376753507,vote tie
1.4382765531062134,-9.74188376753507,vote tie
1.4789579158316641,-9.74188376753507,vote tie
1.519639278557115,-9.74188376753507,vote tie
1.5603206412825656,-9.74188376753507,vote tie
1.6010020040080164,-9.74188376753507,vote tie
1.6416833667334672,-9.74188376753507,vote tie
1.6823647294589197,-9.74188376753507,vote tie
1.7230460921843704,-9.74188376753507,vote tie
1.031462925851704,-9.698997995991984,vote tie
1.0721442885771548,-9.698997995991984,vote tie
1.1128256513026056,-9.698997995991984,vote tie
1.1535070140280563,-9.698997995991984,vote tie
1.194188376753507,-9.698997995991984,vote tie
1.2348697394789596,-9.698997995991984,vote tie
1.2755511022044104,-9.698997995991984,vote tie
1.3162324649298611,-9.698997995991984,vote tie
1.3569138276553119,-9.698997995991984,vote tie
1.3975951903807626,-9.698997995991984,vote tie
1.4382765531062134,-9.698997995991984,vote tie
1.4789579158316641,-9.698997995991984,vote tie
1.519639278557115,-9.698997995991984,vote tie
1.5603206412825656,-9.698997995991984,vote tie
1.6010020040080164,-9.698997995991984,vote tie
1.6416833667334672,-9.698997995991984,vote tie
1.6823647294589197,-9.698997995991984,vote tie
1.031462925851704,-9.656112224448897,vote tie
1.0721442885771548,-9.656112224448897,vote tie
1.1128256513026056,-9.656112224448897,vote tie
1.1535070140280563,-9.656112224448897,vote tie
1.194188376753507,-9.656112224448897,vote tie
1.2348697394789596,-9.656112224448897,vote tie
1.2755511022044104,-9.656112224448897,vote tie
1.3162324649298611,-9.656112224448897,vote tie
1.3569138276553119,-9.656112224448897,vote tie
1.3975951903807626,-9.656112224448897,vote tie
1.4382765531062134,-9.656112224448897,vote tie
1.4789579158316641,-9.656112224448897,vote tie
1.519639278557115,-9.656112224448897,vote tie
1.5603206412825656,-9.656112224448897,vote tie
1.6010020040080164,-9.656112224448897,vote tie
1.6416833667334672,-9.656112224448897,vote tie
1.6823647294589197,-9.656112224448897,vote tie
0.9907815631262533,-9.613226452905812,vote tie
1.031462925851704,-9.613226452905812,vote tie
1.0721442885771548,-9.613226452905812,vote tie
1.1128256513026056,-9.613226452905812,vote tie
1.1535070140280563,-9.613226452905812,vote tie
1.194188376753507,-9.613226452905812,vote tie
1.2348697394789596,-9.613226452905812,vote tie
1.2755511022044104,-9.613226452905812,vote tie
1.3162324649298611,-9.613226452905812,vote tie
1.3569138276553119,-9.613226452905812,vote tie
1.3975951903807626,-9.613226452905812,vote tie
1.4382765531062134,-9.613226452905812,vote tie
1.4789579158316641,-9.613226452905812,vote tie
1.519639278557115,-9.613226452905812,vote tie
1.5603206412825656,-9.613226452905812,vote tie
1.6010020040080164,-9.613226452905812,vote tie
1.6416833667334672,-9.613226452905812,vote tie
0.9501002004008026,-9.570340681362724,vote tie
0.9907815631262533,-9.570340681362724,vote tie
1.031462925851704,-9.570340681362724,vote tie
1.0721442885771548,-9.570340681362724,vote tie
1.1128256513026056,-9.570340681362724,vote tie
1.1535070140280563,-9.570340681362724,vote tie
1.194188376753507,-9.570340681362724,vote tie
1.2348697394789596,-9.570340681362724,vote tie
1.2755511022044104,-9.570340681362724,vote tie
1.3162324649298611,-9.570340681362724,vote tie
1.3569138276553119,-9.570340681362724,vote tie
1.3975951903807626,-9.570340681362724,vote tie
1.4382765531062134,-9.570340681362724,vote tie
1.4789579158316641,-9.570340681362724,vote tie
1.519639278557115,-9.570340681362724,vote tie
1.5603206412825656,-9.570340681362724,vote tie
