episode,episode_return,episode_length,success
75,88.33925791329712,284,1
76,88.69510570707128,251,1
77,93.26689542523303,164,1
78,89.61669899293582,231,1
79,89.59435068583177,243,1
80,87.95045940130743,290,1
81,90.17786951321251,250,1
82,89.4840790140122,250,1
83,93.38855248463172,153,1
84,89.74027701837015,241,1
85,88.73735385785649,271,1
86,91.42269248206901,205,1
87,86.57812388871082,322,1
88,91.01765156850705,212,1
89,89.61853747953559,201,1
90,89.54428729822527,239,1
91,90.25702097924903,195,1
92,84.85664561036948,340,1
93,89.14323536694143,247,1
94,83.85352290557137,393,1
95,92.92278991475325,141,1
96,90.0219966945779,237,1
97,90.27709919404076,228,1
98,86.75457184414874,300,1
99,92.06955535450412,188,1
100,86.53072062143536,331,1
101,88.92586755067131,218,1
102,90.59702686944186,225,1
103,91.87896962478194,168,1
104,89.2222984576016,252,1
105,89.14692240945723,242,1
106,92.5658481622334,165,1
107,89.7540901760928,236,1
108,93.7038508212395,115,1
109,91.52770273210527,193,1
110,90.11679906829477,231,1
111,89.23469447389148,215,1
112,89.94368251780583,236,1
113,89.76326448031125,232,1
114,92.27175954243931,179,1
115,88.18827573343681,292,1
116,85.8395069285704,297,1
117,88.61587946671443,267,1
118,92.32518728344813,171,1
119,86.15559922012672,286,1
120,89.93842051488923,196,1
121,89.65794989146993,212,1
122,89.6284796035396,244,1
123,91.23940191902409,199,1
124,83.40517340978136,359,1
125,88.44310258191466,240,1
126,91.37531919002711,198,1
127,86.79685125913991,281,1
128,85.39261576097185,292,1
129,87.64703490888425,258,1
130,90.81606644647033,198,1
131,90.89088036688995,202,1
132,90.26693199486401,198,1
133,91.61698287752124,163,1
134,88.76554853997011,230,1
135,91.78838165969117,157,1
136,91.17909764325412,204,1
137,93.10586582564507,155,1
138,91.59548762105891,164,1
139,91.23412154340215,178,1
140,88.90227547148373,218,1
141,90.24967613107904,200,1
142,88.66803865192806,248,1
143,90.89000231164613,193,1
144,92.73936310216595,132,1
145,86.27095939241266,265,1
146,93.11095058898265,132,1
147,90.98741442812788,187,1
148,89.00653582087203,216,1
149,89.11564028833254,230,1
150,92.44749013051282,162,1
151,92.16522973931332,155,1
152,85.97802440739738,300,1
153,88.22323736522166,224,1
154,93.9639574764789,121,1
155,91.60191205211491,165,1
156,87.34904645511983,225,1
157,90.17445125062075,210,1
158,90.84715906847688,199,1
159,89.87302979492094,197,1
160,87.60901513319678,252,1
161,88.93829639576457,201,1
162,86.18898422776451,285,1
163,88.39124034018649,244,1
164,86.64694640422884,295,1
165,92.34907524343593,160,1
166,89.99060913151132,200,1
167,87.75501361809671,238,1
168,93.01279826230034,130,1
169,86.49187124744793,275,1
170,90.89258041371038,198,1
171,89.34989928957444,202,1
172,88.0629739700131,259,1
173,93.60138482081986,125,1
174,91.81062954171583,157,1
175,90.16314750336214,236,1
176,88.92406523219117,197,1
177,87.62525415819583,268,1
178,87.98252514428981,291,1
179,91.15662359449854,193,1
180,92.35669714380916,191,1
181,90.52287053258613,190,1
182,92.49169733995112,158,1
183,87.37263789295491,314,1
184,89.97887776603544,253,1
185,91.88450098661917,182,1
186,90.77973293708664,203,1
187,90.40206936987866,230,1
188,92.35247499124937,158,1
189,89.950006266127,195,1
190,91.48890124801193,152,1
191,91.02518142802666,227,1
192,90.88332083556928,207,1
193,88.58106001214966,236,1
194,87.95353608517412,267,1
195,91.77007293021077,159,1
196,88.57215350883794,222,1
197,89.4912134810691,207,1
198,93.71640071112441,125,1
199,87.59511399227523,231,1
200,93.01307390722859,135,1
201,93.41877849331138,134,1
202,87.66853726516315,236,1
203,93.58611954500086,126,1
204,93.11473497761847,134,1
205,92.62746268758258,137,1
206,91.09541005206714,202,1
207,86.66258024742831,236,1
208,92.89556038427912,156,1
209,87.63622164682718,221,1
210,92.98196893670172,127,1
211,90.38983611059992,205,1
212,89.847958464276,200,1
213,88.04637147676425,224,1
214,90.59939330047773,181,1
215,92.10964468155068,159,1
216,91.85855280261707,177,1
217,88.33618297550073,259,1
218,90.56341119800986,205,1
219,85.66546945489422,327,1
220,90.82280633023795,196,1
221,92.0544641523112,167,1
222,89.23660690853801,199,1
223,88.78903152542914,203,1
224,90.97633557323579,198,1
225,89.09110820474524,203,1
226,91.53385027311536,188,1
227,92.0771911724034,160,1
228,91.32758682751617,197,1
229,93.6986147996261,119,1
230,92.84118428169813,149,1
231,87.42635083889499,337,1
232,93.76044952477089,121,1
233,91.24519903247072,164,1
234,92.67214058139992,148,1
235,93.72899767540201,165,1
236,84.28903833918058,356,1
237,89.94477494211104,225,1
238,94.29801401773693,121,1
239,92.89372523769244,162,1
240,87.41124098073435,257,1
241,90.82606559093176,184,1
242,93.0281259334886,168,1
243,89.1741048220873,229,1
244,93.35681135539024,122,1
245,91.82620200357636,192,1
246,92.03128339643456,190,1
247,91.96190752746634,176,1
248,92.77014442566806,153,1
249,88.78085744533776,218,1
250,93.25083468147068,128,1
251,91.3577039604703,176,1
252,92.07607326395237,160,1
253,91.1495344023941,198,1
254,93.51968397315005,118,1
255,92.43328714225581,176,1
256,93.72149368102384,115,1
257,89.94671414689947,197,1
258,91.75054482154555,188,1
259,85.22605383715094,299,1
260,88.73185458524078,206,1
261,92.28495266176397,150,1
262,91.62460357139312,181,1
263,92.65116168135742,169,1
264,91.68832821394565,166,1
265,94.29666236041857,113,1
266,92.33602359980628,175,1
267,92.94724574120286,135,1
268,89.60879221008997,194,1
269,89.5359882886607,189,1
270,93.05878403290676,127,1
271,90.59201247992056,170,1
272,89.620563046361,186,1
273,91.58515353529336,151,1
274,91.70132660732311,172,1
275,92.04728061848303,143,1
276,90.31902917430962,165,1
277,91.23357309162998,177,1
278,93.21637593092304,124,1
279,90.40630299836995,209,1
280,87.66017946122,233,1
281,93.64510285968113,122,1
282,93.58707643592474,123,1
283,92.92622794982357,120,1
284,92.573726513165,132,1
285,93.74130817638822,127,1
286,92.31278591642305,172,1
287,92.09400167379347,151,1
288,89.2539270815386,188,1
289,90.18186641810038,153,1
290,93.63756516301224,113,1
291,93.75817271043952,123,1
292,90.94185601775148,152,1
293,89.4346969823723,196,1
294,89.76998648881836,212,1
295,90.68346260684189,158,1
296,93.25287229690692,127,1
297,92.34987718920127,152,1
298,93.46426302264614,120,1
299,91.6619840690852,145,1
300,88.8722470100201,198,1
301,92.1457697243588,167,1
302,90.81290958638523,150,1
303,90.81632098425929,150,1
304,91.49863470178106,145,1
305,92.07976843260423,131,1
306,90.37725537528755,189,1
307,94.80145289278362,118,1
308,92.18814253458655,153,1
309,94.42991758596163,93,1
310,93.24208084305695,164,1
311,93.17897851943496,127,1
312,91.73787097006013,155,1
313,90.39200832223429,155,1
314,93.32394006404095,130,1
315,89.51173819007823,211,1
316,90.60779707413815,196,1
317,92.61688681325953,172,1
318,90.75475451810016,160,1
319,90.86550418928948,154,1
320,91.25019185366762,190,1
321,92.52933860263752,124,1
322,94.60931536812882,90,1
323,92.35480637921417,116,1
324,90.94430178130872,165,1
325,93.62605891776391,118,1
326,93.90689506112831,114,1
327,92.01661763234158,171,1
328,94.50168200447334,94,1
329,90.95630666170145,153,1
330,92.6771569056535,168,1
331,91.24024291934599,163,1
332,95.19747785865077,93,1
333,92.70012012046469,117,1
334,90.0986927579386,167,1
335,91.26031740698365,167,1
336,93.78273239733113,125,1
337,91.07537668381065,153,1
338,91.3940326820999,148,1
339,93.71876795588375,123,1
340,94.88160031369404,98,1
341,92.63681710903455,126,1
342,89.82405100536575,184,1
343,91.72036822667081,182,1
344,91.01115233316064,164,1
345,93.37404864514073,118,1
346,91.42681600833576,152,1
347,93.47501723760969,131,1
348,93.5562815728168,118,1
349,91.51959789755944,148,1
350,93.06052206220956,115,1
351,91.87294242287152,153,1
352,93.28506423667281,126,1
353,90.9968004421051,157,1
354,92.80165537855252,114,1
355,92.59621226670187,156,1
356,90.1482348571962,211,1
357,94.50701727590801,79,1
358,91.12020809718868,146,1
359,93.66585206067197,135,1
360,94.21666482294746,107,1
361,93.07587457614703,118,1
362,93.05744750408456,152,1
363,93.94735129225474,117,1
364,95.19728838930742,86,1
365,93.29011860335473,123,1
366,93.09158086559451,134,1
367,90.8127072933858,183,1
368,90.3629453993495,180,1
369,90.97478776672412,182,1
370,92.59820597040459,119,1
371,94.62806732669034,87,1
372,92.47865572751034,111,1
373,90.187288640318,163,1
374,94.61675352217027,85,1
375,93.39200088730446,113,1
376,94.44433352250631,81,1
377,88.02155375649299,184,1
378,94.84800221246353,91,1
379,94.55488350995299,93,1
380,93.16203653880113,119,1
381,89.27888237817254,167,1
382,89.25112098148477,169,1
383,94.68490163211041,82,1
384,92.05479852491106,132,1
385,94.41480862084379,82,1
386,88.88832235598308,164,1
387,89.53201153434432,161,1
388,90.35010959157698,158,1
389,94.63706146836155,98,1
390,90.95038341820936,138,1
391,94.62885936414102,87,1
392,91.90070669298254,142,1
393,93.03925702759459,125,1
394,94.75251570424554,87,1
395,90.34649749344563,142,1
396,92.2289075472274,145,1
397,94.47433513699325,79,1
398,94.12058277248195,79,1
399,94.57862809054947,80,1
400,92.0042897386511,134,1
401,90.71434441833924,146,1
402,92.64912239655136,121,1
403,94.76643262234941,83,1
404,94.45195357106199,88,1
405,94.87582951295913,80,1
406,93.42265001607993,92,1
407,92.37347136850823,113,1
408,94.63037150067892,81,1
409,89.15906798208195,167,1
410,93.7033848231851,102,1
411,94.25097633906248,83,1
412,92.83668760242576,117,1
413,91.88564114932662,151,1
414,90.46103178491022,168,1
415,94.06850931699039,90,1
416,91.78688917048063,123,1
417,93.87974897517665,85,1
418,94.00306755488734,87,1
419,92.09985954486763,109,1
420,94.33990310266786,81,1
421,94.19894737582565,81,1
422,94.01687769236746,81,1
423,94.0035601616658,85,1
424,94.09440143120207,79,1
425,90.815945907123,133,1
426,94.14657434455181,93,1
427,94.65217185206231,83,1
428,94.49920123542981,83,1
429,93.77634264965538,108,1
430,93.55589345861627,105,1
431,94.40691372413231,83,1
432,93.74375500142757,80,1
433,94.3676297003483,81,1
434,91.4452110825869,132,1
435,92.15638098878695,111,1
436,94.62423633690044,81,1
437,89.26912650117215,159,1
438,93.24208595195297,113,1
439,94.7265935781803,85,1
440,93.6812168769354,82,1
441,94.24501067936532,84,1
442,92.32619085368654,111,1
443,92.60766057196955,114,1
444,94.11095851575999,78,1
445,93.89230723694,80,1
446,94.28834620253775,85,1
447,92.63729260270937,113,1
448,94.39485690376945,82,1
449,94.08251853145106,103,1
450,93.85883244221685,84,1
451,94.11963609028174,103,1
452,94.20267438628105,78,1
453,94.1630006898107,81,1
454,94.52343955051937,88,1
455,93.66180144233674,80,1
456,88.33720183757518,186,1
457,94.51831151291871,80,1
458,94.31725692751974,84,1
459,94.53596362573393,80,1
460,93.86720893850158,78,1
461,91.50591625351879,120,1
462,93.98165501409827,85,1
463,91.85242177071912,121,1
464,94.09378523874541,79,1
465,93.8452040069764,96,1
466,93.43681672152836,118,1
467,93.46937027932329,82,1
468,93.83582029900374,78,1
469,93.82170415174723,87,1
470,93.7856688558102,82,1
471,92.0885244575402,129,1
472,93.9898754048321,90,1
473,93.97212058551979,84,1
474,94.30469443996768,79,1
475,89.74239111172201,145,1
476,93.72759124696023,80,1
477,92.627214453962,121,1
478,88.4063221216322,161,1
479,89.77167722195759,150,1
480,94.31157115572393,79,1
481,91.69944544680537,115,1
482,91.2209676701574,115,1
483,91.84874917089917,107,1
484,93.77075392540436,83,1
485,93.87657736107357,82,1
486,94.21720402572426,84,1
487,93.14827478565603,84,1
488,91.90079915387807,107,1
489,94.09301528483252,78,1
490,93.23238469293655,79,1
491,93.02167753437601,102,1
492,94.55491610671523,79,1
493,93.60926252180397,100,1
494,93.31475267495718,83,1
495,92.46589615274513,131,1
496,93.88856179138807,80,1
497,93.68397259547675,78,1
498,92.11483026886556,119,1
499,94.18740490927478,89,1
500,93.80894386271567,79,1
501,93.89216824144351,78,1
502,93.76060485697265,81,1
503,93.76732143337648,81,1
504,92.17995019495265,104,1
505,93.3678069871981,79,1
506,90.99305096521732,117,1
507,92.62507872941711,106,1
508,89.23455704191349,155,1
509,93.81028952656601,80,1
510,93.68036835488289,79,1
511,90.9985204869331,128,1
512,93.53987176380384,78,1
513,92.7692539371096,83,1
514,89.1644022365669,146,1
515,93.63933791756926,77,1
516,93.49587672782994,79,1
517,93.37772529114703,76,1
518,93.59156707169556,79,1
519,92.81092480257485,83,1
520,93.45969035591986,79,1
521,93.76687058460294,79,1
522,91.69259258702148,118,1
523,93.37817928996817,78,1
524,93.57170826360955,80,1
525,93.12240666789978,80,1
526,93.39556565115628,81,1
527,93.33107420551943,79,1
528,93.1793666044794,81,1
529,93.45471113907409,79,1
530,93.35094308327115,82,1
531,93.72046137688116,78,1
532,93.63318152174607,83,1
533,93.4870580231371,78,1
534,90.94239728729869,127,1
535,93.77179368358762,80,1
536,93.11610001976939,77,1
537,93.36614682248194,79,1
538,93.71591495190596,88,1
539,90.6058136656969,133,1
540,93.82909620132055,77,1
541,89.7291203246504,151,1
542,90.52235746994573,138,1
543,93.16849622476752,80,1
544,93.7016885013513,83,1
545,93.55306393992097,85,1
546,94.07078933882386,85,1
547,93.38635298529601,79,1
548,93.15508562404861,79,1
549,93.15975540764283,78,1
550,93.24476552269567,87,1
551,91.12010787277706,126,1
552,93.39542360173067,81,1
553,93.2844489516983,99,1
554,93.6335027045779,79,1
555,93.3367963767059,78,1
556,92.97123313406512,81,1
557,93.27052055657754,79,1
558,93.63204988008388,79,1
559,93.64319528171265,90,1
560,93.03678906076708,81,1
561,93.40030282557461,90,1
562,91.47218813934087,120,1
563,93.57268350024349,84,1
564,93.66622814051696,84,1
565,93.14683699138811,80,1
566,93.37328990686682,80,1
567,93.64885661784673,80,1
568,93.19657027017037,79,1
569,93.19467438576791,81,1
570,93.10303094754683,80,1
571,91.87190697993009,104,1
572,93.14429614185946,81,1
573,91.48808011449813,103,1
574,92.9493476271108,84,1
575,93.40421934992565,83,1
576,91.10278293984177,105,1
577,93.34983398277257,76,1
578,93.48047061902952,88,1
579,93.27719637686,80,1
580,93.1486609956639,79,1
581,92.98747786531294,105,1
582,93.4896900224359,85,1
583,91.22792937630257,105,1
584,93.56141693789526,80,1
585,93.09214623780775,80,1
586,93.59074790012065,93,1
587,92.98419002571347,81,1
588,93.281358017691,78,1
589,93.55268214191523,80,1
590,93.26528585525729,80,1
591,91.20615180753524,110,1
592,93.76799393727975,83,1
593,92.70501639044159,82,1
594,93.05713339146773,80,1
595,93.29821621818772,77,1
596,93.45807947433029,79,1
597,93.46534492658189,77,1
598,92.69042413227893,80,1
599,93.18028465588182,76,1
600,92.83632967956903,85,1
601,93.08350900781112,76,1
602,93.68291866718103,82,1
603,93.2791611397927,77,1
604,93.2504328459439,78,1
605,93.48682061046297,75,1
606,93.4640658670815,78,1
607,93.13333208314116,77,1
608,92.9401451445021,79,1
609,93.31778293401626,75,1
610,92.41677765464695,106,1
611,93.22796650344937,78,1
612,93.40621143107326,78,1
613,93.03136194768669,76,1
614,93.20750721064641,81,1
615,92.31623234199516,108,1
616,92.96913365290173,79,1
617,93.40734408461041,86,1
618,91.4426688714833,112,1
619,93.12855791605323,78,1
620,93.40230508366507,75,1
621,92.77079707259512,100,1
622,91.5140038878709,104,1
623,92.89323910399716,80,1
624,93.11267418181939,76,1
625,93.00210047029074,76,1
626,91.39568247568305,107,1
627,93.68353141424554,74,1
628,93.60676142807247,77,1
629,93.33443416650941,87,1
630,93.33234394882822,75,1
631,93.1453473226091,76,1
632,92.79230031161515,79,1
633,93.2130396126054,79,1
634,93.76455050079645,76,1
635,93.25487612094474,81,1
636,93.31616276593913,82,1
637,93.15248648107672,78,1
638,93.1110820300437,77,1
639,93.93017784318732,89,1
640,93.09019998322233,76,1
641,93.41730099337039,76,1
642,93.07528684259142,78,1
643,93.10790561924588,78,1
644,93.47336697029534,80,1
645,93.66370183271104,74,1
646,93.45632533260897,83,1
647,92.1019236812661,111,1
648,93.01167296454585,78,1
649,92.90551035379379,76,1
650,93.15174151916753,75,1
651,94.05491827996717,81,1
652,93.34191334469753,78,1
653,93.23803301039294,76,1
654,93.84960448472619,82,1
655,93.24327276245685,76,1
656,93.35563205588943,81,1
657,93.23875864302806,75,1
658,93.19887948242682,77,1
659,93.43229123485496,75,1
660,93.13778356872689,77,1
661,93.30170424619519,80,1
662,93.47463649603243,74,1
663,93.28724960225063,74,1
664,93.19573238389629,76,1
665,87.26420311197909,156,1
666,93.5780106605787,74,1
667,93.47211846227633,77,1
668,93.06926793736078,74,1
669,93.41326936687985,75,1
670,93.15694510239854,77,1
671,93.44606337219382,78,1
672,93.41469467944636,75,1
673,93.32689034103791,75,1
674,93.234322812698,78,1
675,92.9617043849216,77,1
676,93.12522383770471,75,1
677,93.22092581420479,76,1
678,93.10598172918303,77,1
679,93.34490021322001,76,1
680,93.42708511633741,76,1
681,93.36403830165547,77,1
682,93.33204694958003,77,1
683,93.62003935162006,79,1
684,93.34600873553343,75,1
685,93.4315429143954,78,1
686,93.32712605374898,76,1
687,92.75586268781878,77,1
688,92.93802700124527,75,1
689,93.31803098676532,80,1
690,93.11531142665605,77,1
691,93.19491470717485,76,1
692,93.44785212881342,76,1
693,93.01166570303,75,1
694,93.10438069211558,79,1
695,92.97363597605982,78,1
696,93.09829584807366,75,1
697,93.15446595988806,75,1
698,93.08762724308295,77,1
699,93.13130140796295,76,1
700,93.24856255157992,75,1
701,92.91217854997146,76,1
702,93.56876855352063,76,1
703,93.20315678800932,75,1
704,93.16563185636511,75,1
705,93.42934158427983,74,1
706,93.40113494897037,76,1
707,93.04963242221042,77,1
708,93.14976032843846,78,1
709,92.99583069174052,77,1
710,93.24451952122564,78,1
711,93.23526843270513,74,1
712,93.40845452968091,76,1
713,93.21007862349586,77,1
714,93.15479005476983,76,1
715,93.2681007004705,78,1
716,93.1617054853582,75,1
717,92.99873551913703,77,1
718,93.19800722294843,85,1
719,92.59565873881138,80,1
720,93.53701333980692,74,1
721,93.25967258691423,77,1
722,93.33308127473055,76,1
723,92.70947442873785,80,1
724,93.20350864721263,75,1
725,93.57741899018052,75,1
726,93.10314074543702,75,1
727,92.81618206816715,77,1
728,92.79045335388507,77,1
729,92.96078092504113,77,1
730,93.09043595389836,75,1
731,93.24819452414077,75,1
732,93.28777292299945,79,1
733,93.091926428302,80,1
734,93.12816677105825,81,1
735,93.02113587204559,83,1
736,93.16615977966993,76,1
737,93.13310277897097,73,1
738,93.30794617914198,74,1
739,93.35863593826856,75,1
740,93.343872525506,73,1
741,93.3177822750425,77,1
742,93.38478255008236,76,1
743,93.16642494279728,74,1
744,93.08250358773013,75,1
745,92.66426183375951,76,1
746,93.07792709056767,83,1
747,92.71601694462103,76,1
748,93.27942884700518,76,1
749,93.02329474601945,76,1
750,92.93748947866227,75,1
751,93.23342575054103,74,1
752,93.16747698125769,74,1
753,93.00695141145823,74,1
754,93.15381578599387,76,1
755,93.04671066218904,76,1
756,93.23748517507715,76,1
757,93.34012277340899,75,1
758,93.04987874731921,75,1
759,93.34347684548933,74,1
760,93.43258752526596,80,1
761,92.80651817130392,78,1
762,93.11567900758735,75,1
763,93.12917748475436,75,1
764,93.62824895810523,77,1
765,93.1532702609608,76,1
766,92.99473836465242,76,1
767,93.45019188937918,72,1
768,93.33832885728727,75,1
769,93.14951467183198,77,1
770,92.84238042818802,76,1
771,93.20401843916468,74,1
772,92.96826372030135,75,1
773,93.24614355741411,73,1
774,93.00871960619635,74,1
775,93.28475020152891,74,1
776,93.30964844707756,76,1
777,92.9455640984226,86,1
778,93.25480966032181,74,1
779,93.2135739920308,74,1
780,93.14979388421935,76,1
781,93.32993804086993,74,1
782,93.32425679430966,73,1
783,93.17037289681802,74,1
784,93.25168085304533,73,1
785,93.01177944456228,75,1
786,93.1205843282418,74,1
787,93.65074624796743,76,1
788,93.19603478893423,73,1
789,93.1959881621194,74,1
790,93.3954099402495,74,1
791,92.9995910789827,75,1
792,93.06038792070741,75,1
793,93.37090357609472,73,1
794,93.26038654650823,74,1
795,93.48263963999662,78,1
796,93.25048316701715,73,1
797,93.07925609242488,76,1
798,93.27452777430986,74,1
799,92.69802023922416,77,1
800,93.25167847105233,72,1
801,93.0084393010737,75,1
802,92.94028108399161,77,1
803,93.22318524296782,73,1
804,93.05020459919977,73,1
805,93.01930284015606,75,1
806,93.39190690935696,73,1
807,93.37429918509842,72,1
808,93.05961074899683,73,1
809,93.27877715579712,75,1
810,93.28471150717691,74,1
811,93.05934388022357,73,1
812,93.03516622973437,74,1
813,92.99489424677577,74,1
814,93.06586788238164,75,1
815,93.60736060330137,72,1
816,93.53247388410715,73,1
817,92.73011424078133,77,1
818,93.14499325743718,79,1
819,93.33502341308429,74,1
820,93.05454873265323,75,1
821,92.91657412464124,74,1
822,93.10302410083591,74,1
823,93.58791981778892,73,1
824,93.31933574968843,73,1
825,93.52074483859671,73,1
826,93.13246517200565,74,1
827,93.43121142522023,72,1
828,93.30936310066637,72,1
829,93.61135156603902,74,1
830,93.2017528406167,76,1
831,93.12246467206307,75,1
832,93.07278265550393,75,1
833,93.18474040272282,73,1
834,93.25154071351278,73,1
835,93.20226820492138,73,1
836,93.33817974346823,73,1
837,93.57814068963602,72,1
838,93.31649459890282,73,1
839,93.48363843007324,75,1
840,93.28081310862743,74,1
841,93.13595589516976,74,1
842,93.2226372658441,73,1
843,93.15755688165063,74,1
844,93.28903974580474,74,1
845,93.30816013575898,74,1
846,93.22874058296173,73,1
847,93.45586633849777,73,1
848,93.28145561139577,80,1
849,93.30518852949515,73,1
850,93.0116349008046,74,1
851,93.27518475841174,74,1
852,93.25700280829727,73,1
853,93.76699647848501,77,1
854,93.24102134135825,72,1
855,93.21902447965391,74,1
856,93.3035949419574,72,1
857,93.11319604865714,74,1
858,93.21533864772347,74,1
859,86.42508476590127,154,1
860,93.23258742078143,73,1
861,93.47492072739556,74,1
862,93.63392836615023,74,1
863,93.27796649721544,73,1
864,93.16125693372747,73,1
865,92.98096241365008,75,1
866,93.25444360772089,73,1
867,93.23447264685541,73,1
868,93.26337913981746,73,1
869,93.45586006449703,74,1
870,93.38229491034666,72,1
871,92.90918210740418,75,1
872,93.30868028062055,73,1
873,93.23803149394917,73,1
874,93.69137248538006,72,1
875,93.51307611291206,74,1
876,93.30812031207779,73,1
877,93.08220135253583,74,1
878,92.78164419170892,75,1
879,93.26932418839372,73,1
880,93.29662885496359,72,1
881,93.22893744854245,73,1
882,92.94251127991292,75,1
883,93.07837191550078,74,1
884,92.86511699786038,75,1
885,93.35260334852356,72,1
886,93.08079407227707,74,1
887,93.40834268437459,72,1
888,93.48896060026743,72,1
889,93.45123257670893,73,1
890,93.3347954048965,72,1
891,93.12201954368822,73,1
892,93.81699739681432,74,1
893,93.57014122573386,71,1
894,93.31262511461507,72,1
895,93.37372241754942,73,1
896,93.29733534794369,74,1
897,93.17634752218922,74,1
898,93.13671660289964,74,1
899,93.27743357378951,72,1
900,93.08912535535801,73,1
901,93.1614756044798,72,1
902,93.02767164028896,74,1
903,93.3495983423658,74,1
904,93.24782878918133,72,1
905,93.45897394376902,74,1
906,93.43771553753224,71,1
907,93.44518763524806,72,1
908,93.28188869639509,72,1
909,93.29911519748597,73,1
910,93.23639370119288,74,1
911,93.33588824891447,75,1
912,93.31862931551444,72,1
913,93.1959912018295,73,1
914,93.9259264352427,73,1
915,93.26360652019106,73,1
916,93.35598892475213,72,1
917,93.2679386435544,73,1
918,93.07842729708402,74,1
919,93.685270205246,79,1
920,93.29647137335145,72,1
921,93.25111970803981,73,1
922,93.51154632929781,72,1
923,93.40540291592077,72,1
924,93.56558399317225,76,1
925,93.44661074989227,74,1
926,93.20173713894333,72,1
927,93.157173847118,73,1
928,93.17222267346654,73,1
929,93.11892252462286,74,1
930,93.72449238473442,74,1
931,93.1924852632051,72,1
932,93.33369976231644,74,1
933,93.28824607517915,73,1
934,93.32414956891516,72,1
935,93.06512197234598,73,1
936,93.28227942749561,71,1
937,93.22603459163828,72,1
938,93.18094025668347,72,1
939,93.23309634388343,72,1
940,93.26245310515866,73,1
941,93.20553650555203,72,1
942,93.28518849801277,72,1
943,93.27493606724246,71,1
944,93.34530408333646,72,1
945,93.38548936974891,77,1
946,92.99100186537467,73,1
947,93.2041697692537,71,1
948,93.12023338303166,72,1
949,93.30024759780198,72,1
950,93.03930547444456,73,1
951,93.2828926527508,71,1
952,93.30420494950432,72,1
953,93.37579665239,71,1
954,93.87375815480563,73,1
955,93.18015037262404,74,1
956,93.24720580778764,73,1
957,93.11755345729452,72,1
958,92.98647302600797,72,1
959,93.24252027097472,71,1
960,93.2332647639803,72,1
961,93.18477709953098,74,1
962,93.41296627959217,72,1
963,93.59045666304769,76,1
964,93.40400700037928,74,1
965,93.43189423675477,72,1
966,93.13941025783538,75,1
967,93.1605468941452,77,1
968,93.34347239576806,73,1
969,93.37053746791777,73,1
970,93.09836280355668,74,1
971,93.25791675592951,72,1
972,93.19383250343931,72,1
973,93.30453840832358,71,1
974,93.19458755080045,72,1
975,93.2488325637893,73,1
976,93.12407958795691,72,1
977,93.32037263903321,72,1
978,93.50262828170119,73,1
979,93.43016707685585,71,1
980,93.21962436838774,71,1
981,93.22544405608764,90,1
982,93.39959651281298,71,1
983,93.60778076657924,71,1
984,92.94168376870178,73,1
985,93.33228284519558,72,1
986,93.83395914271182,75,1
987,93.04429798845445,73,1
988,93.10239309450023,73,1
989,93.32236306564434,73,1
990,93.3979925046412,72,1
991,93.2116382885012,72,1
992,93.22315497385327,72,1
993,93.14198482753916,72,1
994,93.57838890094675,70,1
995,93.39230203740216,72,1
996,93.51443256783853,71,1
997,93.31243593018874,72,1
998,92.9010928974953,73,1
