index,family,parameter_name,parameter_value,alpha,episode,mean,median,std_steps
388,sarsa_lambda,lambda,0.000,0.500,89,28.667,29.000,0.577
389,sarsa_lambda,lambda,0.000,0.500,90,27.333,28.000,3.055
390,sarsa_lambda,lambda,0.000,0.500,91,23.000,18.000,9.539
391,sarsa_lambda,lambda,0.000,0.500,92,21.333,20.000,4.163
392,sarsa_lambda,lambda,0.000,0.500,93,30.000,31.000,2.646
393,sarsa_lambda,lambda,0.000,0.500,94,26.667,30.000,7.572
394,sarsa_lambda,lambda,0.000,0.500,95,26.667,24.000,6.429
395,sarsa_lambda,lambda,0.000,0.500,96,24.667,25.000,5.508
396,sarsa_lambda,lambda,0.000,0.500,97,36.000,39.000,7.937
397,sarsa_lambda,lambda,0.000,0.500,98,30.000,29.000,11.533
398,sarsa_lambda,lambda,0.000,0.500,99,25.667,21.000,8.963
399,sarsa_lambda,lambda,0.000,0.500,100,21.333,19.000,4.933
400,sarsa_lambda,lambda,0.100,0.500,1,1424.333,1419.000,15.695
401,sarsa_lambda,lambda,0.100,0.500,2,231.667,299.000,137.932
402,sarsa_lambda,lambda,0.100,0.500,3,223.667,194.000,95.039
403,sarsa_lambda,lambda,0.100,0.500,4,264.333,202.000,111.447
404,sarsa_lambda,lambda,0.100,0.500,5,139.667,130.000,117.798
405,sarsa_lambda,lambda,0.100,0.500,6,172.667,186.000,63.066
406,sarsa_lambda,lambda,0.100,0.500,7,180.333,183.000,87.031
407,sarsa_lambda,lambda,0.100,0.500,8,152.667,199.000,92.641
408,sarsa_lambda,lambda,0.100,0.500,9,116.000,114.000,8.185
409,sarsa_lambda,lambda,0.100,0.500,10,138.000,132.000,68.198
410,sarsa_lambda,lambda,0.100,0.500,11,60.333,45.000,30.089
411,sarsa_lambda,lambda,0.100,0.500,12,53.333,47.000,25.106
412,sarsa_lambda,lambda,0.100,0.500,13,98.333,114.000,55.194
413,sarsa_lambda,lambda,0.100,0.500,14,74.333,77.000,51.052
414,sarsa_lambda,lambda,0.100,0.500,15,97.333,65.000,80.525
415,sarsa_lambda,lambda,0.100,0.500,16,146.000,148.000,26.058
416,sarsa_lambda,lambda,0.100,0.500,17,120.000,127.000,28.160
417,sarsa_lambda,lambda,0.100,0.500,18,51.000,38.000,24.269
418,sarsa_lambda,lambda,0.100,0.500,19,80.333,72.000,30.370
419,sarsa_lambda,lambda,0.100,0.500,20,69.333,28.000,73.330
420,sarsa_lambda,lambda,0.100,0.500,21,62.000,60.000,34.044
421,sarsa_lambda,lambda,0.100,0.500,22,63.667,58.000,41.789
422,sarsa_lambda,lambda,0.100,0.500,23,74.000,76.000,45.033
423,sarsa_lambda,lambda,0.100,0.500,24,141.667,102.000,86.604
424,sarsa_lambda,lambda,0.100,0.500,25,96.667,97.000,51.501
425,sarsa_lambda,lambda,0.100,0.500,26,48.667,52.000,13.317
426,sarsa_lambda,lambda,0.100,0.500,27,52.333,42.000,26.083
427,sarsa_lambda,lambda,0.100,0.500,28,33.000,33.000,3.000
428,sarsa_lambda,lambda,0.100,0.500,29,42.333,44.000,17.559
429,sarsa_lambda,lambda,0.100,0.500,30,64.667,46.000,43.143
430,sarsa_lambda,lambda,0.100,0.500,31,55.000,29.000,49.427
431,sarsa_lambda,lambda,0.100,0.500,32,38.000,39.000,2.646
432,sarsa_lambda,lambda,0.100,0.500,33,45.667,30.000,28.885
433,sarsa_lambda,lambda,0.100,0.500,34,34.333,33.000,3.215
434,sarsa_lambda,lambda,0.100,0.500,35,56.667,50.000,11.547
435,sarsa_lambda,lambda,0.100,0.500,36,44.333,43.000,13.051
436,sarsa_lambda,lambda,0.100,0.500,37,54.667,33.000,41.932
437,sarsa_lambda,lambda,0.100,0.500,38,42.667,45.000,7.767
438,sarsa_lambda,lambda,0.100,0.500,39,44.333,33.000,20.502
439,sarsa_lambda,lambda,0.100,0.500,40,30.333,23.000,13.577
440,sarsa_lambda,lambda,0.100,0.500,41,51.333,51.000,2.517
441,sarsa_lambda,lambda,0.100,0.500,42,49.333,38.000,21.385
442,sarsa_lambda,lambda,0.100,0.500,43,30.000,29.000,5.568
443,sarsa_lambda,lambda,0.100,0.500,44,27.333,25.000,6.807
444,sarsa_lambda,lambda,0.100,0.500,45,69.333,45.000,52.880
445,sarsa_lambda,lambda,0.100,0.500,46,48.000,51.000,20.664
446,sarsa_lambda,lambda,0.100,0.500,47,41.333,37.000,15.948
447,sarsa_lambda,lambda,0.100,0.500,48,32.667,30.000,11.240
448,sarsa_lambda,lambda,0.100,0.500,49,39.667,28.000,22.855
449,sarsa_lambda,lambda,0.100,0.500,50,37.333,39.000,6.658
450,sarsa_lambda,lambda,0.100,0.500,51,27.333,29.000,7.638
451,sarsa_lambda,lambda,0.100,0.500,52,56.333,61.000,15.535
452,sarsa_lambda,lambda,0.100,0.500,53,31.333,29.000,15.631
453,sarsa_lambda,lambda,0.100,0.500,54,27.333,28.000,5.033
454,sarsa_lambda,lambda,0.100,0.500,55,26.333,27.000,4.041
455,sarsa_lambda,lambda,0.100,0.500,56,34.667,29.000,12.503
456,sarsa_lambda,lambda,0.100,0.500,57,29.667,27.000,12.220
457,sarsa_lambda,lambda,0.100,0.500,58,32.667,34.000,10.066
458,sarsa_lambda,lambda,0.100,0.500,59,35.000,26.000,20.075
459,sarsa_lambda,lambda,0.100,0.500,60,36.000,35.000,5.568
460,sarsa_lambda,lambda,0.100,0.500,61,41.000,35.000,13.077
461,sarsa_lambda,lambda,0.100,0.500,62,44.000,46.000,21.071
462,sarsa_lambda,lambda,0.100,0.500,63,45.333,41.000,9.292
463,sarsa_lambda,lambda,0.100,0.500,64,36.667,43.000,14.572
464,sarsa_lambda,lambda,0.100,0.500,65,35.667,40.000,12.097
465,sarsa_lambda,lambda,0.100,0.500,66,25.333,21.000,8.386
466,sarsa_lambda,lambda,0.100,0.500,67,33.000,26.000,18.520
467,sarsa_lambda,lambda,0.100,0.500,68,26.333,27.000,2.082
468,sarsa_lambda,lambda,0.100,0.500,69,29.000,26.000,8.888
469,sarsa_lambda,lambda,0.100,0.500,70,34.667,40.000,10.116
470,sarsa_lambda,lambda,0.100,0.500,71,28.667,29.000,5.508
471,sarsa_lambda,lambda,0.100,0.500,72,28.667,27.000,4.726
472,sarsa_lambda,lambda,0.100,0.500,73,30.667,25.000,13.429
473,sarsa_lambda,lambda,0.100,0.500,74,35.000,32.000,15.716
474,sarsa_lambda,lambda,0.100,0.500,75,41.667,34.000,14.154
475,sarsa_lambda,lambda,0.100,0.500,76,27.667,28.000,7.506
476,sarsa_lambda,lambda,0.100,0.500,77,28.667,28.000,9.018
477,sarsa_lambda,lambda,0.100,0.500,78,20.667,20.000,1.155
478,sarsa_lambda,lambda,0.100,0.500,79,34.000,30.000,6.928
479,sarsa_lambda,lambda,0.100,0.500,80,30.333,26.000,9.292
480,sarsa_lambda,lambda,0.100,0.500,81,33.333,35.000,11.590
481,sarsa_lambda,lambda,0.100,0.500,82,33.000,30.000,9.849
482,sarsa_lambda,lambda,0.100,0.500,83,35.667,33.000,13.204
483,sarsa_lambda,lambda,0.100,0.500,84,28.333,27.000,7.095
484,sarsa_lambda,lambda,0.100,0.500,85,30.667,25.000,12.503
485,sarsa_lambda,lambda,0.100,0.500,86,25.333,24.000,5.132
486,sarsa_lambda,lambda,0.100,0.500,87,19.667,20.000,0.577
487,sarsa_lambda,lambda,0.100,0.500,88,29.667,31.000,2.309
488,sarsa_lambda,lambda,0.100,0.500,89,24.333,26.000,4.726
489,sarsa_lambda,lambda,0.100,0.500,90,30.333,33.000,6.429
490,sarsa_lambda,lambda,0.100,0.500,91,27.000,25.000,4.359
491,sarsa_lambda,lambda,0.100,0.500,92,30.333,23.000,13.577
492,sarsa_lambda,lambda,0.100,0.500,93,32.333,35.000,8.327
493,sarsa_lambda,lambda,0.100,0.500,94,36.333,36.000,7.506
494,sarsa_lambda,lambda,0.100,0.500,95,45.000,48.000,5.196
495,sarsa_lambda,lambda,0.100,0.500,96,26.000,25.000,4.583
496,sarsa_lambda,lambda,0.100,0.500,97,24.667,19.000,10.693
497,sarsa_lambda,lambda,0.100,0.500,98,22.333,20.000,5.859
498,sarsa_lambda,lambda,0.100,0.500,99,28.000,22.000,11.269
499,sarsa_lambda,lambda,0.100,0.500,100,25.000,21.000,7.810
500,sarsa_lambda,lambda,0.500,0.500,1,1232.333,1314.000,275.725
501,sarsa_lambda,lambda,0.500,0.500,2,266.667,293.000,67.471
502,sarsa_lambda,lambda,0.500,0.500,3,184.667,211.000,123.622
503,sarsa_lambda,lambda,0.500,0.500,4,65.667,80.000,31.086
504,sarsa_lambda,lambda,0.500,0.500,5,145.333,134.000,98.490
505,sarsa_lambda,lambda,0.500,0.500,6,109.667,106.000,54.592
506,sarsa_lambda,lambda,0.500,0.500,7,109.667,39.000,123.265
507,sarsa_lambda,lambda,0.500,0.500,8,40.333,30.000,18.771
508,sarsa_lambda,lambda,0.500,0.500,9,96.667,113.000,56.306
509,sarsa_lambda,lambda,0.500,0.500,10,57.667,58.000,23.502
510,sarsa_lambda,lambda,0.500,0.500,11,72.000,83.000,22.605
511,sarsa_lambda,lambda,0.500,0.500,12,63.667,59.000,39.209
512,sarsa_lambda,lambda,0.500,0.500,13,87.000,112.000,47.697
513,sarsa_lambda,lambda,0.500,0.500,14,50.667,60.000,27.227
514,sarsa_lambda,lambda,0.500,0.500,15,123.333,101.000,50.362
515,sarsa_lambda,lambda,0.500,0.500,16,28.667,24.000,10.786
516,sarsa_lambda,lambda,0.500,0.500,17,42.333,39.000,23.180
517,sarsa_lambda,lambda,0.500,0.500,18,38.000,33.000,12.288
518,sarsa_lambda,lambda,0.500,0.500,19,83.333,83.000,51.501
519,sarsa_lambda,lambda,0.500,0.500,20,36.333,28.000,14.434
520,sarsa_lambda,lambda,0.500,0.500,21,46.000,41.000,10.440
521,sarsa_lambda,lambda,0.500,0.500,22,56.000,63.000,13.892
522,sarsa_lambda,lambda,0.500,0.500,23,36.000,39.000,14.731
523,sarsa_lambda,lambda,0.500,0.500,24,30.333,25.000,10.116
524,sarsa_lambda,lambda,0.500,0.500,25,30.333,30.000,1.528
525,sarsa_lambda,lambda,0.500,0.500,26,40.000,37.000,7.000
526,sarsa_lambda,lambda,0.500,0.500,27,46.000,31.000,25.981
527,sarsa_lambda,lambda,0.500,0.500,28,30.667,28.000,4.619
528,sarsa_lambda,lambda,0.500,0.500,29,44.000,56.000,21.656
529,sarsa_lambda,lambda,0.500,0.500,30,30.333,31.000,3.055
530,sarsa_lambda,lambda,0.500,0.500,31,48.667,31.000,30.600
531,sarsa_lambda,lambda,0.500,0.500,32,32.000,29.000,12.767
532,sarsa_lambda,lambda,0.500,0.500,33,33.667,30.000,10.017
533,sarsa_lambda,lambda,0.500,0.500,34,33.000,35.000,5.292
534,sarsa_lambda,lambda,0.500,0.500,35,29.333,27.000,4.933
535,sarsa_lambda,lambda,0.500,0.500,36,39.333,37.000,12.662
536,sarsa_lambda,lambda,0.500,0.500,37,28.667,23.000,14.364
537,sarsa_lambda,lambda,0.500,0.500,38,39.333,24.000,30.089
538,sarsa_lambda,lambda,0.500,0.500,39,28.667,29.000,3.512
539,sarsa_lambda,lambda,0.500,0.500,40,29.667,26.000,7.234
540,sarsa_lambda,lambda,0.500,0.500,41,33.667,35.000,14.048
541,sarsa_lambda,lambda,0.500,0.500,42,41.000,21.000,35.511
542,sarsa_lambda,lambda,0.500,0.500,43,29.000,26.000,9.849
543,sarsa_lambda,lambda,0.500,0.500,44,44.333,41.000,14.295
544,sarsa_lambda,lambda,0.500,0.500,45,29.667,27.000,5.508
545,sarsa_lambda,lambda,0.500,0.500,46,26.667,26.000,4.041
546,sarsa_lambda,lambda,0.500,0.500,47,37.333,20.000,30.022
547,sarsa_lambda,lambda,0.500,0.500,48,27.333,29.000,9.609
548,sarsa_lambda,lambda,0.500,0.500,49,23.333,21.000,7.767
549,sarsa_lambda,lambda,0.500,0.500,50,47.000,52.000,21.932
550,sarsa_lambda,lambda,0.500,0.500,51,41.333,38.000,14.295
551,sarsa_lambda,lambda,0.500,0.500,52,26.333,28.000,6.658
552,sarsa_lambda,lambda,0.500,0.500,53,24.333,24.000,6.506
553,sarsa_lambda,lambda,0.500,0.500,54,33.000,38.000,14.177
554,sarsa_lambda,lambda,0.500,0.500,55,34.333,35.000,2.082
555,sarsa_lambda,lambda,0.500,0.500,56,29.333,29.000,12.503
556,sarsa_lambda,lambda,0.500,0.500,57,21.667,21.000,2.082
557,sarsa_lambda,lambda,0.500,0.500,58,28.333,27.000,5.132
558,sarsa_lambda,lambda,0.500,0.500,59,34.667,24.000,22.030
559,sarsa_lambda,lambda,0.500,0.500,60,24.000,19.000,8.660
560,sarsa_lambda,lambda,0.500,0.500,61,23.333,20.000,8.505
561,sarsa_lambda,lambda,0.500,0.500,62,26.333,24.000,6.807
562,sarsa_lambda,lambda,0.500,0.500,63,27.667,19.000,15.885
563,sarsa_lambda,lambda,0.500,0.500,64,26.000,29.000,5.196
564,sarsa_lambda,lambda,0.500,0.500,65,21.333,20.000,4.163
565,sarsa_lambda,lambda,0.500,0.500,66,21.333,21.000,2.517
566,sarsa_lambda,lambda,0.500,0.500,67,31.667,29.000,10.263
567,sarsa_lambda,lambda,0.500,0.500,68,29.000,22.000,14.799
568,sarsa_lambda,lambda,0.500,0.500,69,31.333,36.000,9.866
569,sarsa_lambda,lambda,0.500,0.500,70,32.333,38.000,9.815
570,sarsa_lambda,lambda,0.500,0.500,71,27.667,23.000,12.662
571,sarsa_lambda,lambda,0.500,0.500,72,28.333,28.000,10.504
572,sarsa_lambda,lambda,0.500,0.500,73,25.667,23.000,7.371
573,sarsa_lambda,lambda,0.500,0.500,74,28.333,29.000,8.021
574,sarsa_lambda,lambda,0.500,0.500,75,28.000,24.000,12.490
575,sarsa_lambda,lambda,0.500,0.500,76,20.000,18.000,4.359
576,sarsa_lambda,lambda,0.500,0.500,77,23.000,23.000,6.000
577,sarsa_lambda,lambda,0.500,0.500,78,32.333,24.000,17.098
578,sarsa_lambda,lambda,0.500,0.500,79,20.667,20.000,1.155
579,sarsa_lambda,lambda,0.500,0.500,80,26.333,24.000,10.693
580,sarsa_lambda,lambda,0.500,0.500,81,25.000,25.000,8.000
581,sarsa_lambda,lambda,0.500,0.500,82,24.333,21.000,9.452
582,sarsa_lambda,lambda,0.500,0.500,83,24.667,24.000,1.155
583,sarsa_lambda,lambda,0.500,0.500,84,25.333,21.000,9.292
584,sarsa_lambda,lambda,0.500,0.500,85,20.000,19.000,3.606
585,sarsa_lambda,lambda,0.500,0.500,86,24.000,25.000,5.568
586,sarsa_lambda,lambda,0.500,0.500,87,23.667,20.000,8.145
587,sarsa_lambda,lambda,0.500,0.500,88,25.333,23.000,7.767
588,sarsa_lambda,lambda,0.500,0.500,89,18.667,19.000,1.528
589,sarsa_lambda,lambda,0.500,0.500,90,23.667,19.000,8.963
590,sarsa_lambda,lambda,0.500,0.500,91,19.000,19.000,2.000
591,sarsa_lambda,lambda,0.500,0.500,92,19.333,20.000,2.082
592,sarsa_lambda,lambda,0.500,0.500,93,23.000,24.000,2.646
593,sarsa_lambda,lambda,0.500,0.500,94,21.333,18.000,6.658
594,sarsa_lambda,lambda,0.500,0.500,95,21.333,20.000,5.132
595,sarsa_lambda,lambda,0.500,0.500,96,35.000,20.000,27.731
596,sarsa_lambda,lambda,0.500,0.500,97,19.000,18.000,2.646
597,sarsa_lambda,lambda,0.500,0.500,98,21.333,21.000,3.512
598,sarsa_lambda,lambda,0.500,0.500,99,20.333,20.000,2.517
599,sarsa_lambda,lambda,0.500,0.500,100,22.333,19.000,7.572
600,sarsa_lambda,lambda,1.000,0.500,1,9024.333,7861.000,4834.149
601,sarsa_lambda,lambda,1.000,0.500,2,324.000,146.000,412.858
602,sarsa_lambda,lambda,1.000,0.500,3,32.000,27.000,17.059
603,sarsa_lambda,lambda,1.000,0.500,4,25.000,26.000,6.557
604,sarsa_lambda,lambda,1.000,0.500,5,22.333,21.000,2.309
605,sarsa_lambda,lambda,1.000,0.500,6,21.333,19.000,4.933
606,sarsa_lambda,lambda,1.000,0.500,7,22.000,21.000,2.646
607,sarsa_lambda,lambda,1.000,0.500,8,23.000,20.000,7.000
608,sarsa_lambda,lambda,1.000,0.500,9,20.667,22.000,2.309
609,sarsa_lambda,lambda,1.000,0.500,10,20.000,21.000,1.732
610,sarsa_lambda,lambda,1.000,0.500,11,20.000,18.000,3.464
611,sarsa_lambda,lambda,1.000,0.500,12,20.667,18.000,4.619
612,sarsa_lambda,lambda,1.000,0.500,13,19.667,20.000,1.528
613,sarsa_lambda,lambda,1.000,0.500,14,19.667,20.000,1.528
614,sarsa_lambda,lambda,1.000,0.500,15,26.333,22.000,11.150
615,sarsa_lambda,lambda,1.000,0.500,16,30.667,34.000,9.452
616,sarsa_lambda,lambda,1.000,0.500,17,19.667,19.000,2.082
617,sarsa_lambda,lambda,1.000,0.500,18,23.333,22.000,3.215
618,sarsa_lambda,lambda,1.000,0.500,19,24.667,24.000,7.024
619,sarsa_lambda,lambda,1.000,0.500,20,21.667,22.000,1.528
620,sarsa_lambda,lambda,1.000,0.500,21,26.333,24.000,6.807
621,sarsa_lambda,lambda,1.000,0.500,22,29.333,31.000,10.599
622,sarsa_lambda,lambda,1.000,0.500,23,24.000,23.000,6.557
623,sarsa_lambda,lambda,1.000,0.500,24,22.667,22.000,5.033
624,sarsa_lambda,lambda,1.000,0.500,25,20.333,21.000,2.082
625,sarsa_lambda,lambda,1.000,0.500,26,21.000,20.000,3.606
626,sarsa_lambda,lambda,1.000,0.500,27,21.333,23.000,2.887
627,sarsa_lambda,lambda,1.000,0.500,28,21.333,23.000,2.887
628,sarsa_lambda,lambda,1.000,0.500,29,23.000,21.000,5.292
629,sarsa_lambda,lambda,1.000,0.500,30,21.667,23.000,3.215
630,sarsa_lambda,lambda,1.000,0.500,31,20.667,21.000,0.577
631,sarsa_lambda,lambda,1.000,0.500,32,21.333,21.000,1.528
632,sarsa_lambda,lambda,1.000,0.500,33,36.667,26.000,25.716
633,sarsa_lambda,lambda,1.000,0.500,34,19.000,18.000,1.732
634,sarsa_lambda,lambda,1.000,0.500,35,22.667,19.000,7.234
635,sarsa_lambda,lambda,1.000,0.500,36,22.000,20.000,4.359
636,sarsa_lambda,lambda,1.000,0.500,37,22.333,23.000,3.055
637,sarsa_lambda,lambda,1.000,0.500,38,22.667,18.000,8.083
638,sarsa_lambda,lambda,1.000,0.500,39,22.667,18.000,8.083
639,sarsa_lambda,lambda,1.000,0.500,40,31.000,26.000,16.093
640,sarsa_lambda,lambda,1.000,0.500,41,35.000,19.000,27.713
641,sarsa_lambda,lambda,1.000,0.500,42,26.333,23.000,6.658
642,sarsa_lambda,lambda,1.000,0.500,43,22.667,22.000,4.041
643,sarsa_lambda,lambda,1.000,0.500,44,59.333,24.000,64.694
644,sarsa_lambda,lambda,1.000,0.500,45,137.333,29.000,197.242
645,sarsa_lambda,lambda,1.000,0.500,46,25.667,23.000,9.292
646,sarsa_lambda,lambda,1.000,0.500,47,33.333,24.000,20.648
647,sarsa_lambda,lambda,1.000,0.500,48,25.333,21.000,7.506
648,sarsa_lambda,lambda,1.000,0.500,49,22.333,21.000,3.215
649,sarsa_lambda,lambda,1.000,0.500,50,19.000,19.000,1.000
650,sarsa_lambda,lambda,1.000,0.500,51,19.000,18.000,1.732
651,sarsa_lambda,lambda,1.000,0.500,52,25.000,23.000,6.245
652,sarsa_lambda,lambda,1.000,0.500,53,19.667,20.000,1.528
653,sarsa_lambda,lambda,1.000,0.500,54,34.667,20.000,25.403
654,sarsa_lambda,lambda,1.000,0.500,55,22.333,20.000,5.859
655,sarsa_lambda,lambda,1.000,0.500,56,23.667,24.000,2.517
656,sarsa_lambda,lambda,1.000,0.500,57,20.667,22.000,2.309
657,sarsa_lambda,lambda,1.000,0.500,58,33.333,19.000,25.697
658,sarsa_lambda,lambda,1.000,0.500,59,38.000,22.000,29.462
659,sarsa_lambda,lambda,1.000,0.500,60,45.667,20.000,46.199
660,sarsa_lambda,lambda,1.000,0.500,61,29.000,19.000,18.193
661,sarsa_lambda,lambda,1.000,0.500,62,31.333,23.000,18.930
662,sarsa_lambda,lambda,1.000,0.500,63,23.667,21.000,6.429
663,sarsa_lambda,lambda,1.000,0.500,64,22.667,19.000,7.234
664,sarsa_lambda,lambda,1.000,0.500,65,30.667,22.000,15.885
665,sarsa_lambda,lambda,1.000,0.500,66,71.667,31.000,77.468
666,sarsa_lambda,lambda,1.000,0.500,67,30.000,24.000,15.875
667,sarsa_lambda,lambda,1.000,0.500,68,28.667,27.000,9.609
668,sarsa_lambda,lambda,1.000,0.500,69,92.667,19.000,127.594
669,sarsa_lambda,lambda,1.000,0.500,70,493.333,25.000,817.247
670,sarsa_lambda,lambda,1.000,0.500,71,26.667,21.000,11.590
671,sarsa_lambda,lambda,1.000,0.500,72,47.667,18.000,51.384
672,sarsa_lambda,lambda,1.000,0.500,73,29.667,20.000,16.743
673,sarsa_lambda,lambda,1.000,0.500,74,26.667,19.000,14.154
674,sarsa_lambda,lambda,1.000,0.500,75,29.333,21.000,17.098
675,sarsa_lambda,lambda,1.000,0.500,76,23.333,22.000,4.163
676,sarsa_lambda,lambda,1.000,0.500,77,32.000,36.000,7.810
677,sarsa_lambda,lambda,1.000,0.500,78,28.000,23.000,8.660
678,sarsa_lambda,lambda,1.000,0.500,79,27.667,22.000,10.693
679,sarsa_lambda,lambda,1.000,0.500,80,242.333,45.000,361.893
680,sarsa_lambda,lambda,1.000,0.500,81,289.667,70.000,413.819
681,sarsa_lambda,lambda,1.000,0.500,82,30.333,31.000,6.028
682,sarsa_lambda,lambda,1.000,0.500,83,29.333,30.000,5.033
683,sarsa_lambda,lambda,1.000,0.500,84,30.000,23.000,13.892
684,sarsa_lambda,lambda,1.000,0.500,85,26.667,27.000,4.509
685,sarsa_lambda,lambda,1.000,0.500,86,24.333,22.000,4.933
686,sarsa_lambda,lambda,1.000,0.500,87,27.333,23.000,7.506
687,sarsa_lambda,lambda,1.000,0.500,88,28.000,25.000,7.937
688,sarsa_lambda,lambda,1.000,0.500,89,111.333,27.000,147.805
689,sarsa_lambda,lambda,1.000,0.500,90,52.333,28.000,46.544
690,sarsa_lambda,lambda,1.000,0.500,91,1850.000,35.000,3148.003
691,sarsa_lambda,lambda,1.000,0.500,92,121.000,25.000,172.375
692,sarsa_lambda,lambda,1.000,0.500,93,46.333,22.000,45.654
693,sarsa_lambda,lambda,1.000,0.500,94,28.000,32.000,7.810
694,sarsa_lambda,lambda,1.000,0.500,95,19.667,18.000,2.887
695,sarsa_lambda,lambda,1.000,0.500,96,24.000,22.000,6.245
696,sarsa_lambda,lambda,1.000,0.500,97,21.333,20.000,3.215
697,sarsa_lambda,lambda,1.000,0.500,98,21.333,19.000,4.041
698,sarsa_lambda,lambda,1.000,0.500,99,24.667,23.000,5.686
699,sarsa_lambda,lambda,1.000,0.500,100,23.333,23.000,0.577
