index,family,parameter_name,parameter_value,alpha,episode,mean,median,std_steps
451,sarsa_lambda,lambda,0.500,0.300,52,25.000,25.000,4.243
452,sarsa_lambda,lambda,0.500,0.300,53,46.000,46.000,12.728
453,sarsa_lambda,lambda,0.500,0.300,54,63.500,63.500,45.962
454,sarsa_lambda,lambda,0.500,0.300,55,27.000,27.000,8.485
455,sarsa_lambda,lambda,0.500,0.300,56,23.500,23.500,3.536
456,sarsa_lambda,lambda,0.500,0.300,57,25.000,25.000,1.414
457,sarsa_lambda,lambda,0.500,0.300,58,25.500,25.500,3.536
458,sarsa_lambda,lambda,0.500,0.300,59,47.000,47.000,8.485
459,sarsa_lambda,lambda,0.500,0.300,60,25.500,25.500,0.707
460,sarsa_lambda,lambda,0.500,0.300,61,25.000,25.000,2.828
461,sarsa_lambda,lambda,0.500,0.300,62,50.500,50.500,13.435
462,sarsa_lambda,lambda,0.500,0.300,63,30.500,30.500,14.849
463,sarsa_lambda,lambda,0.500,0.300,64,23.500,23.500,3.536
464,sarsa_lambda,lambda,0.500,0.300,65,43.000,43.000,1.414
465,sarsa_lambda,lambda,0.500,0.300,66,23.500,23.500,4.950
466,sarsa_lambda,lambda,0.500,0.300,67,39.500,39.500,20.506
467,sarsa_lambda,lambda,0.500,0.300,68,29.500,29.500,2.121
468,sarsa_lambda,lambda,0.500,0.300,69,23.000,23.000,1.414
469,sarsa_lambda,lambda,0.500,0.300,70,34.000,34.000,4.243
470,sarsa_lambda,lambda,0.500,0.300,71,20.500,20.500,2.121
471,sarsa_lambda,lambda,0.500,0.300,72,25.000,25.000,1.414
472,sarsa_lambda,lambda,0.500,0.300,73,28.500,28.500,0.707
473,sarsa_lambda,lambda,0.500,0.300,74,30.500,30.500,4.950
474,sarsa_lambda,lambda,0.500,0.300,75,35.000,35.000,2.828
475,sarsa_lambda,lambda,0.500,0.300,76,24.500,24.500,10.607
476,sarsa_lambda,lambda,0.500,0.300,77,21.500,21.500,2.121
477,sarsa_lambda,lambda,0.500,0.300,78,43.500,43.500,10.607
478,sarsa_lambda,lambda,0.500,0.300,79,24.000,24.000,2.828
479,sarsa_lambda,lambda,0.500,0.300,80,26.500,26.500,9.192
480,sarsa_lambda,lambda,0.500,0.500,1,1119.500,1119.500,275.065
481,sarsa_lambda,lambda,0.500,0.500,2,253.500,253.500,89.803
482,sarsa_lambda,lambda,0.500,0.500,3,171.500,171.500,171.827
483,sarsa_lambda,lambda,0.500,0.500,4,83.500,83.500,4.950
484,sarsa_lambda,lambda,0.500,0.500,5,191.500,191.500,81.317
485,sarsa_lambda,lambda,0.500,0.500,6,136.000,136.000,42.426
486,sarsa_lambda,lambda,0.500,0.500,7,145.000,145.000,151.321
487,sarsa_lambda,lambda,0.500,0.500,8,29.500,29.500,0.707
488,sarsa_lambda,lambda,0.500,0.500,9,128.000,128.000,21.213
489,sarsa_lambda,lambda,0.500,0.500,10,57.500,57.500,33.234
490,sarsa_lambda,lambda,0.500,0.500,11,85.000,85.000,2.828
491,sarsa_lambda,lambda,0.500,0.500,12,66.000,66.000,55.154
492,sarsa_lambda,lambda,0.500,0.500,13,74.500,74.500,60.104
493,sarsa_lambda,lambda,0.500,0.500,14,40.000,40.000,28.284
494,sarsa_lambda,lambda,0.500,0.500,15,134.500,134.500,65.761
495,sarsa_lambda,lambda,0.500,0.500,16,32.500,32.500,12.021
496,sarsa_lambda,lambda,0.500,0.500,17,44.000,44.000,32.527
497,sarsa_lambda,lambda,0.500,0.500,18,42.500,42.500,13.435
498,sarsa_lambda,lambda,0.500,0.500,19,83.500,83.500,72.832
499,sarsa_lambda,lambda,0.500,0.500,20,40.500,40.500,17.678
500,sarsa_lambda,lambda,0.500,0.500,21,48.500,48.500,13.435
501,sarsa_lambda,lambda,0.500,0.500,22,52.500,52.500,17.678
502,sarsa_lambda,lambda,0.500,0.500,23,34.500,34.500,20.506
503,sarsa_lambda,lambda,0.500,0.500,24,33.000,33.000,12.728
504,sarsa_lambda,lambda,0.500,0.500,25,30.500,30.500,2.121
505,sarsa_lambda,lambda,0.500,0.500,26,41.500,41.500,9.192
506,sarsa_lambda,lambda,0.500,0.500,27,31.000,31.000,0.000
507,sarsa_lambda,lambda,0.500,0.500,28,32.000,32.000,5.657
508,sarsa_lambda,lambda,0.500,0.500,29,56.500,56.500,0.707
509,sarsa_lambda,lambda,0.500,0.500,30,30.000,30.000,4.243
510,sarsa_lambda,lambda,0.500,0.500,31,57.500,57.500,37.477
511,sarsa_lambda,lambda,0.500,0.500,32,25.000,25.000,5.657
512,sarsa_lambda,lambda,0.500,0.500,33,37.500,37.500,10.607
513,sarsa_lambda,lambda,0.500,0.500,34,31.000,31.000,5.657
514,sarsa_lambda,lambda,0.500,0.500,35,31.000,31.000,5.657
515,sarsa_lambda,lambda,0.500,0.500,36,45.000,45.000,11.314
516,sarsa_lambda,lambda,0.500,0.500,37,31.500,31.500,19.092
517,sarsa_lambda,lambda,0.500,0.500,38,47.000,47.000,38.184
518,sarsa_lambda,lambda,0.500,0.500,39,27.000,27.000,2.828
519,sarsa_lambda,lambda,0.500,0.500,40,31.500,31.500,9.192
520,sarsa_lambda,lambda,0.500,0.500,41,33.000,33.000,19.799
521,sarsa_lambda,lambda,0.500,0.500,42,51.500,51.500,43.134
522,sarsa_lambda,lambda,0.500,0.500,43,23.500,23.500,3.536
523,sarsa_lambda,lambda,0.500,0.500,44,36.500,36.500,6.364
524,sarsa_lambda,lambda,0.500,0.500,45,31.500,31.500,6.364
525,sarsa_lambda,lambda,0.500,0.500,46,27.000,27.000,5.657
526,sarsa_lambda,lambda,0.500,0.500,47,20.000,20.000,0.000
527,sarsa_lambda,lambda,0.500,0.500,48,23.000,23.000,8.485
528,sarsa_lambda,lambda,0.500,0.500,49,24.500,24.500,10.607
529,sarsa_lambda,lambda,0.500,0.500,50,59.000,59.000,9.899
530,sarsa_lambda,lambda,0.500,0.500,51,33.500,33.500,6.364
531,sarsa_lambda,lambda,0.500,0.500,52,23.500,23.500,6.364
532,sarsa_lambda,lambda,0.500,0.500,53,21.000,21.000,4.243
533,sarsa_lambda,lambda,0.500,0.500,54,27.500,27.500,14.849
534,sarsa_lambda,lambda,0.500,0.500,55,35.500,35.500,0.707
535,sarsa_lambda,lambda,0.500,0.500,56,29.500,29.500,17.678
536,sarsa_lambda,lambda,0.500,0.500,57,20.500,20.500,0.707
537,sarsa_lambda,lambda,0.500,0.500,58,25.500,25.500,2.121
538,sarsa_lambda,lambda,0.500,0.500,59,42.000,42.000,25.456
539,sarsa_lambda,lambda,0.500,0.500,60,19.000,19.000,0.000
540,sarsa_lambda,lambda,0.500,0.500,61,25.000,25.000,11.314
541,sarsa_lambda,lambda,0.500,0.500,62,27.500,27.500,9.192
542,sarsa_lambda,lambda,0.500,0.500,63,32.000,32.000,19.799
543,sarsa_lambda,lambda,0.500,0.500,64,29.000,29.000,0.000
544,sarsa_lambda,lambda,0.500,0.500,65,19.000,19.000,1.414
545,sarsa_lambda,lambda,0.500,0.500,66,20.000,20.000,1.414
546,sarsa_lambda,lambda,0.500,0.500,67,33.000,33.000,14.142
547,sarsa_lambda,lambda,0.500,0.500,68,34.000,34.000,16.971
548,sarsa_lambda,lambda,0.500,0.500,69,37.000,37.000,1.414
549,sarsa_lambda,lambda,0.500,0.500,70,38.000,38.000,0.000
550,sarsa_lambda,lambda,0.500,0.500,71,32.500,32.500,13.435
551,sarsa_lambda,lambda,0.500,0.500,72,28.500,28.500,14.849
552,sarsa_lambda,lambda,0.500,0.500,73,27.000,27.000,9.899
553,sarsa_lambda,lambda,0.500,0.500,74,32.500,32.500,4.950
554,sarsa_lambda,lambda,0.500,0.500,75,33.000,33.000,12.728
555,sarsa_lambda,lambda,0.500,0.500,76,21.500,21.500,4.950
556,sarsa_lambda,lambda,0.500,0.500,77,26.000,26.000,4.243
557,sarsa_lambda,lambda,0.500,0.500,78,38.000,38.000,19.799
558,sarsa_lambda,lambda,0.500,0.500,79,20.000,20.000,0.000
559,sarsa_lambda,lambda,0.500,0.500,80,27.500,27.500,14.849
560,sarsa_lambda,lambda,0.500,0.700,1,839.500,839.500,557.907
561,sarsa_lambda,lambda,0.500,0.700,2,514.500,514.500,436.285
562,sarsa_lambda,lambda,0.500,0.700,3,70.000,70.000,12.728
563,sarsa_lambda,lambda,0.500,0.700,4,151.500,151.500,120.915
564,sarsa_lambda,lambda,0.500,0.700,5,35.500,35.500,6.364
565,sarsa_lambda,lambda,0.500,0.700,6,104.500,104.500,17.678
566,sarsa_lambda,lambda,0.500,0.700,7,70.000,70.000,46.669
567,sarsa_lambda,lambda,0.500,0.700,8,114.500,114.500,45.962
568,sarsa_lambda,lambda,0.500,0.700,9,45.000,45.000,11.314
569,sarsa_lambda,lambda,0.500,0.700,10,169.500,169.500,17.678
570,sarsa_lambda,lambda,0.500,0.700,11,76.000,76.000,15.556
571,sarsa_lambda,lambda,0.500,0.700,12,91.000,91.000,2.828
572,sarsa_lambda,lambda,0.500,0.700,13,49.500,49.500,12.021
573,sarsa_lambda,lambda,0.500,0.700,14,93.500,93.500,91.217
574,sarsa_lambda,lambda,0.500,0.700,15,66.500,66.500,16.263
575,sarsa_lambda,lambda,0.500,0.700,16,90.500,90.500,53.033
576,sarsa_lambda,lambda,0.500,0.700,17,69.500,69.500,48.790
577,sarsa_lambda,lambda,0.500,0.700,18,27.000,27.000,4.243
578,sarsa_lambda,lambda,0.500,0.700,19,45.000,45.000,2.828
579,sarsa_lambda,lambda,0.500,0.700,20,51.500,51.500,19.092
580,sarsa_lambda,lambda,0.500,0.700,21,45.000,45.000,7.071
581,sarsa_lambda,lambda,0.500,0.700,22,57.500,57.500,17.678
582,sarsa_lambda,lambda,0.500,0.700,23,56.500,56.500,36.062
583,sarsa_lambda,lambda,0.500,0.700,24,52.000,52.000,15.556
584,sarsa_lambda,lambda,0.500,0.700,25,31.000,31.000,5.657
585,sarsa_lambda,lambda,0.500,0.700,26,38.000,38.000,14.142
586,sarsa_lambda,lambda,0.500,0.700,27,29.000,29.000,16.971
587,sarsa_lambda,lambda,0.500,0.700,28,31.000,31.000,2.828
588,sarsa_lambda,lambda,0.500,0.700,29,48.500,48.500,16.263
589,sarsa_lambda,lambda,0.500,0.700,30,18.000,18.000,0.000
590,sarsa_lambda,lambda,0.500,0.700,31,70.500,70.500,16.263
591,sarsa_lambda,lambda,0.500,0.700,32,78.000,78.000,2.828
592,sarsa_lambda,lambda,0.500,0.700,33,26.000,26.000,1.414
593,sarsa_lambda,lambda,0.500,0.700,34,39.000,39.000,19.799
594,sarsa_lambda,lambda,0.500,0.700,35,21.500,21.500,3.536
595,sarsa_lambda,lambda,0.500,0.700,36,32.000,32.000,16.971
596,sarsa_lambda,lambda,0.500,0.700,37,24.500,24.500,9.192
597,sarsa_lambda,lambda,0.500,0.700,38,25.000,25.000,7.071
598,sarsa_lambda,lambda,0.500,0.700,39,20.500,20.500,0.707
599,sarsa_lambda,lambda,0.500,0.700,40,48.000,48.000,42.426
600,sarsa_lambda,lambda,0.500,0.700,41,30.500,30.500,10.607
601,sarsa_lambda,lambda,0.500,0.700,42,33.000,33.000,2.828
602,sarsa_lambda,lambda,0.500,0.700,43,20.500,20.500,0.707
603,sarsa_lambda,lambda,0.500,0.700,44,26.500,26.500,13.435
604,sarsa_lambda,lambda,0.500,0.700,45,32.000,32.000,12.728
605,sarsa_lambda,lambda,0.500,0.700,46,25.000,25.000,2.828
606,sarsa_lambda,lambda,0.500,0.700,47,28.000,28.000,11.314
607,sarsa_lambda,lambda,0.500,0.700,48,26.500,26.500,6.364
608,sarsa_lambda,lambda,0.500,0.700,49,26.500,26.500,12.021
609,sarsa_lambda,lambda,0.500,0.700,50,37.000,37.000,21.213
610,sarsa_lambda,lambda,0.500,0.700,51,21.500,21.500,3.536
611,sarsa_lambda,lambda,0.500,0.700,52,35.500,35.500,21.920
612,sarsa_lambda,lambda,0.500,0.700,53,29.000,29.000,4.243
613,sarsa_lambda,lambda,0.500,0.700,54,30.000,30.000,2.828
614,sarsa_lambda,lambda,0.500,0.700,55,43.500,43.500,24.749
615,sarsa_lambda,lambda,0.500,0.700,56,27.000,27.000,8.485
616,sarsa_lambda,lambda,0.500,0.700,57,29.000,29.000,2.828
617,sarsa_lambda,lambda,0.500,0.700,58,24.000,24.000,7.071
618,sarsa_lambda,lambda,0.500,0.700,59,18.500,18.500,0.707
619,sarsa_lambda,lambda,0.500,0.700,60,30.000,30.000,14.142
620,sarsa_lambda,lambda,0.500,0.700,61,27.000,27.000,11.314
621,sarsa_lambda,lambda,0.500,0.700,62,23.000,23.000,8.485
622,sarsa_lambda,lambda,0.500,0.700,63,20.000,20.000,2.828
623,sarsa_lambda,lambda,0.500,0.700,64,20.500,20.500,2.121
624,sarsa_lambda,lambda,0.500,0.700,65,19.000,19.000,2.828
625,sarsa_lambda,lambda,0.500,0.700,66,20.000,20.000,1.414
626,sarsa_lambda,lambda,0.500,0.700,67,28.500,28.500,12.021
627,sarsa_lambda,lambda,0.500,0.700,68,19.500,19.500,0.707
628,sarsa_lambda,lambda,0.500,0.700,69,19.000,19.000,0.000
629,sarsa_lambda,lambda,0.500,0.700,70,22.500,22.500,0.707
630,sarsa_lambda,lambda,0.500,0.700,71,26.500,26.500,10.607
631,sarsa_lambda,lambda,0.500,0.700,72,35.000,35.000,4.243
632,sarsa_lambda,lambda,0.500,0.700,73,21.000,21.000,1.414
633,sarsa_lambda,lambda,0.500,0.700,74,21.500,21.500,3.536
634,sarsa_lambda,lambda,0.500,0.700,75,24.000,24.000,8.485
635,sarsa_lambda,lambda,0.500,0.700,76,30.500,30.500,17.678
636,sarsa_lambda,lambda,0.500,0.700,77,18.500,18.500,0.707
637,sarsa_lambda,lambda,0.500,0.700,78,18.000,18.000,0.000
638,sarsa_lambda,lambda,0.500,0.700,79,19.500,19.500,0.707
639,sarsa_lambda,lambda,0.500,0.700,80,32.000,32.000,5.657
