family,parameter_name,parameter_value,alpha,epsilon,gamma,seed,episode,steps
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,18,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,19,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,20,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,21,32
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,22,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,23,116
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,24,61
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,25,41
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,26,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,27,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,28,61
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,29,68
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,30,89
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,31,43
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,32,39
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,33,116
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,34,33
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,35,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,36,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,37,37
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,38,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,39,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,40,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,41,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,42,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,43,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,44,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,45,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,46,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,47,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,48,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,49,43
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,50,95
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,51,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,52,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,53,31
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,54,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,55,53
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,56,36
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,57,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,58,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,59,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,60,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,61,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,62,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,63,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,64,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,65,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,66,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,67,42
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,68,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,69,33
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,70,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,71,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,72,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,73,31
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,74,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,75,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,76,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,77,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,78,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,79,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,80,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,81,31
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,82,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,83,36
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,84,44
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,85,19
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,86,31
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,87,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,88,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,89,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,90,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,91,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,92,70
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,93,508
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,94,48
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,95,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,96,29
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,97,46
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,98,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,99,152
n_step_sarsa,n,5.000,0.500,0.100,0.990,42,100,35
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,1,2491
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,2,159
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,3,505
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,4,65
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,5,153
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,6,60
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,7,75
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,8,56
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,9,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,10,46
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,11,52
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,12,105
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,13,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,14,19
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,15,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,16,22
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,17,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,18,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,19,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,20,35
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,21,19
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,22,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,23,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,24,19
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,25,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,26,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,27,47
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,28,180
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,29,3095
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,30,227
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,31,51
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,32,68
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,33,47
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,34,50
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,35,71
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,36,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,37,43
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,38,35
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,39,29
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,40,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,41,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,42,69
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,43,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,44,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,45,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,46,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,47,32
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,48,32
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,49,35
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,50,53
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,51,52
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,52,57
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,53,69
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,54,33
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,55,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,56,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,57,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,58,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,59,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,60,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,61,39
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,62,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,63,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,64,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,65,30
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,66,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,67,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,68,26
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,69,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,70,29
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,71,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,72,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,73,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,74,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,75,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,76,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,77,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,78,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,79,23
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,80,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,81,19
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,82,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,83,67
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,84,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,85,18
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,86,20
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,87,24
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,88,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,89,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,90,21
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,91,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,92,27
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,93,29
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,94,25
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,95,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,96,28
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,97,34
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,98,44
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,99,31
n_step_sarsa,n,5.000,0.500,0.100,0.990,123,100,43
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,1,7147
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,2,663
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,3,1156
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,4,68
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,5,345
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,6,52
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,7,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,8,37
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,9,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,10,26
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,11,122
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,12,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,13,28
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,14,38
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,15,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,16,54
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,17,153
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,18,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,19,113
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,20,62
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,21,29
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,22,51
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,23,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,24,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,25,40
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,26,31
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,27,33
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,28,85
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,29,32
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,30,33
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,31,30
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,32,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,33,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,34,38
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,35,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,36,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,37,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,38,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,39,115
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,40,27
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,41,33
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,42,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,43,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,44,28
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,45,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,46,29
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,47,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,48,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,49,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,50,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,51,26
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,52,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,53,27
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,54,47
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,55,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,56,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,57,29
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,58,43
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,59,38
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,60,29
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,61,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,62,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,63,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,64,34
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,65,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,66,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,67,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,68,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,69,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,70,93
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,71,45
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,72,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,73,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,74,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,75,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,76,28
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,77,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,78,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,79,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,80,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,81,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,82,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,83,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,84,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,85,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,86,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,87,46
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,88,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,89,27
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,90,34
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,91,43
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,92,53
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,93,82
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,94,53
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,95,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,96,38
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,97,39
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,98,409
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,99,1110
n_step_sarsa,n,10.000,0.500,0.100,0.990,13,100,207
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,1,5550
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,2,958
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,3,577
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,4,959
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,5,1052
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,6,237
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,7,127
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,8,118
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,9,105
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,10,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,11,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,12,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,13,34
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,14,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,15,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,16,40
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,17,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,18,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,19,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,20,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,21,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,22,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,23,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,24,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,25,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,26,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,27,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,28,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,29,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,30,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,31,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,32,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,33,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,34,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,35,25
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,36,49
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,37,67
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,38,89
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,39,41
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,40,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,41,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,42,31
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,43,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,44,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,45,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,46,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,47,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,48,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,49,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,50,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,51,25
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,52,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,53,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,54,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,55,54
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,56,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,57,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,58,30
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,59,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,60,44
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,61,31
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,62,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,63,26
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,64,61
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,65,42
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,66,35
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,67,23
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,68,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,69,46
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,70,53
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,71,55
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,72,55
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,73,47
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,74,31
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,75,75
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,76,65
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,77,473
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,78,160
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,79,58
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,80,67
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,81,42
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,82,41
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,83,37
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,84,26
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,85,39
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,86,27
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,87,54
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,88,70
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,89,53
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,90,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,91,38
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,92,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,93,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,94,25
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,95,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,96,27
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,97,25
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,98,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,99,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,42,100,28
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,1,7282
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,2,6641
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,3,91
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,4,67
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,5,104
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,6,81
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,7,45
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,8,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,9,33
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,10,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,11,39
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,12,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,13,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,14,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,15,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,16,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,17,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,18,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,19,30
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,20,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,21,22
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,22,33
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,23,46
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,24,70
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,25,36
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,26,24
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,27,30
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,28,35
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,29,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,30,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,31,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,32,21
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,33,28
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,34,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,35,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,36,20
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,37,19
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,38,18
n_step_sarsa,n,10.000,0.500,0.100,0.990,123,39,19
