overall_error_rate,class_1_error_rate,class_2_error_rate,overall_accuracy,class_1_accuracy,class_2_accuracy,total_misclassified,overall_error_percent,class_1_error_percent,class_2_error_percent,theoretical_error_rate,theoretical_error_percent,empirical_minus_theoretical
0.077,0.086,0.068,0.923,0.914,0.9319999999999999,77,7.7,8.6,6.800000000000001,0.07864960352514251,7.8649603525142515,-0.0016496035251425123
