0,1,2,3,4
-2.6743836045713607,-2.159163385852131,-2.0097984891112985,-2.159776886721509,-2.675686355206551
-2.159163385852131,-1.6438669933597434,-1.4944521290472932,-1.6444010115257974,-2.1602972168654038
-2.0097984891112985,-1.4944521290472932,-1.34500444856431,-1.4949339287372747,-2.010821409876427
-2.1597768867215095,-1.6444010115257974,-1.4949339287372747,-1.6448519289247776,-2.160734245608806
-2.675686355206551,-2.1602972168654038,-2.010821409876427,-2.1607342456088054,-2.676614238288028
