0,1,2,3,4
-0.0033270343045530846,-0.0029943308740977763,-0.0026948977866879985,-0.0024254080080191986,-0.0021828672072172787
-0.0029943308740977763,-0.0026948977866879985,-0.0024254080080191986,-0.0021828672072172787,-0.001964580486495551
-0.0026948977866879985,-0.0024254080080191986,-0.0021828672072172787,-0.001964580486495551,-0.0017681224378459958
-0.0024254080080191986,-0.0021828672072172787,-0.001964580486495551,-0.0017681224378459958,-0.0015913101940613962
-0.0021828672072172787,-0.001964580486495551,-0.0017681224378459958,-0.0015913101940613962,-0.0014321791746552566
