epoch,mean_squared_error
394,0.04538315967068882
395,0.04538225522951802
396,0.04538135257550552
397,0.04538045169306168
398,0.04537955256702904
399,0.04537865518267804
400,0.04537775952570264
401,0.045376865582215715
402,0.04537597333874462
403,0.04537508278222653
404,0.04537419390000366
405,0.04537330667981867
406,0.04537242110980968
407,0.045371537178505464
408,0.04537065487482046
409,0.045369774188049786
410,0.04536889510786414
411,0.04536801762430472
412,0.045367141727777935
413,0.04536626740905035
414,0.04536539465924331
415,0.04536452346982755
416,0.04536365383261804
417,0.045362785739768395
418,0.04536191918376561
419,0.04536105415742447
420,0.04536019065388213
421,0.04535932866659263
422,0.04535846818932134
423,0.04535760921613944
424,0.04535675174141828
425,0.045355895759823954
426,0.045355041266311624
427,0.04535418825611998
428,0.04535333672476565
429,0.045352486668037685
430,0.04535163808199189
431,0.04535079096294536
432,0.04534994530747092
433,0.045349101112391536
434,0.04534825837477487
435,0.04534741709192779
436,0.045346577261390894
437,0.04534573888093304
438,0.045344901948546
439,0.04534406646243905
440,0.045343232421033594
441,0.04534239982295794
442,0.045341568667042004
443,0.045340738952312006
444,0.045339910677985415
445,0.04533908384346573
446,0.045338258448337415
447,0.04533743449236082
448,0.04533661197546727
449,0.04533579089775404
450,0.045334971259479474
451,0.04533415306105825
452,0.04533333630305646
453,0.045332520986186994
454,0.045331707111304825
455,0.04533089467940243
456,0.04533008369160522
457,0.04532927414916708
458,0.04532846605346593
459,0.04532765940599938
460,0.04532685420838042
461,0.045326050462333185
462,0.04532524816968881
463,0.0453244473323813
464,0.04532364795244344
465,0.045322850032002926
466,0.0453220535732784
467,0.04532125857857558
468,0.0453204650502835
469,0.04531967299087076
470,0.045318882402882
471,0.04531809328893415
472,0.045317305651712984
473,0.045316519493969705
474,0.0453157348185175
475,0.04531495162822821
476,0.04531416992602907
477,0.04531338971489959
478,0.04531261099786832
479,0.04531183377800981
480,0.04531105805844161
481,0.045310283842321365
482,0.04530951113284383
483,0.04530873993323816
484,0.04530797024676508
485,0.04530720207671416
486,0.045306435426401295
487,0.045305670299166
488,0.04530490669836889
489,0.04530414462738929
490,0.045303384089622825
491,0.04530262508847895
492,0.04530186762737881
493,0.04530111170975288
494,0.04530035733903884
495,0.045299604518679475
496,0.0452988532521204
497,0.045298103542808374
498,0.045297355394189
499,0.04529660880970499
500,0.045295863792794246
